id,id_level,id_1,id_2,id_3,id_4,name_short,name,name_long
5499,4,5,54,549,5499,Ost. neinvT obyv,Ostatní neinvestiční transfery obyvatelstvu,Ostatní neinvestiční transfery obyvatelstvu
55,2,5,55,,,NeinvT do zahr.,Neinvestiční transfery do zahraničí,Neinvestiční transfery do zahraničí
55,2,5,55,,,NeinvT a pl.do zahr.,Neinvestiční transfery a související platby do zahraničí,Neinvestiční transfery a související platby do zahraničí
551,3,5,55,551,,NeinvT mez.org.,Neinvestiční T mezinárodním org. a nadnárodním orgánům,Neinvestiční transfery mezinárodním organizacím anadnárodním orgánům
551,3,5,55,551,,NeinvT mez.vl.org.,NeinvT mezinár.vládním organiz. a nadnár. orgánům,Neinvestiční transfery mezinárodním vládním organizacím a nadnárodním orgánům
5511,4,5,55,551,5511,NeinvT mez.org.,Neinvestiční transfery mezinárodním organizacím,Neinvestiční transfery mezinárodním organizacím
5511,4,5,55,551,5511,NeinvT mez.vl.org.,Neinvestiční transfery mezinárodním vládním organizacím,Neinvestiční transfery mezinárodním vládním organizacím
5512,4,5,55,551,5512,NeinvT nadn.org.,Neinvestiční transfery nadnárodním orgánům,Neinvestiční transfery nadnárodním orgánům
5513,4,5,55,551,5513,Vratky ES,Vratky neoprávněně použitých nebo zadržených prostředků Evro,Vratky neoprávněně použitých nebo zadržených prostředků Evropských společenství
5513,4,5,55,551,5513,Vr.neop.použ.zadr.EU,Vratky neoprávněně použitých nebo zadržených prostředků EU,Vratky neoprávněně použitých nebo zadržených prostředků Evropské unii
5514,4,5,55,551,5514,Odv.EU dle DPH,Odvody vlastních zdrojů Evropských společenství do rozpočtu,Odvody vlastních zdrojů Evropských společenství do rozpočtu Evropské unie podle daně z přidané hodnoty
5514,4,5,55,551,5514,Odvody vl.zdr.EU-DPH,Odvody vlastních zdrojů EU do rozpočtu EU podle DPH,Odvody vlastních zdrojů Evropské unie do rozpočtu Evropské unie podle daně z přidané hodnoty
5515,4,5,55,551,5515,Odv.ES do rozp.EUHND,Odvody vlastních zdrojů Evropských společenství do rozpočtu,Odvody vlastních zdrojů Evropských společenství do rozpočtu Evropské unie podle hrubého národního důchodu
5515,4,5,55,551,5515,Odvody vl.zdr.EU-HND,Odvody vlastních zdrojů EU do rozpočtu EU podle HND,Odvody vlastních zdrojů Evropské unie do rozpočtu Evropské unie podle hrubého národního důchodu
5516,4,5,55,551,5516,Odv.EU krytí záp.úr.,Odvody Evropské unii ke krytí záporných úroků,Odvody Evropské unii ke krytí záporných úroků
5517,4,5,55,551,5517,Odvody vl.zdr.EU-pla,Odvody vl. zdr. EU do rozp. EU-objem nerecykl. plast. obalů,Odvody vlastních zdrojů Evropské unie do rozpočtu Evropské unie podle objemu nerecyklovaných plastových obalů
552,3,5,55,552,,NeinvT ciz.stát.,Neinvestiční transfery cizím státům,Neinvestiční transfery cizím státům
5520,4,5,55,552,5520,NeinvT ciz. st.,Neinvestiční transfery cizím státům,Neinvestiční transfery cizím státům
553,3,5,55,553,,NeinvT ost.zahr.,Ostatní neinvestiční transfery do zahraničí,Ostatní neinvestiční transfery do zahraničí
5531,4,5,55,553,5531,Pen. dary zahr.,Peněžní dary do zahraničí,Peněžní dary do zahraničí
5532,4,5,55,553,5532,Ost.neinvT zahr,Ostatní neinvestiční transfery do zahraničí,Ostatní neinvestiční transfery do zahraničí
554,3,5,55,554,,Člen.přísp.mezinár.O,Členské příspěvky mezinárodním organizacím,Členské příspěvky mezinárodním organizacím
5541,4,5,55,554,5541,Člen.přísp. mez.vl.O,Členské příspěvky mezinárodním vládním organizacím,Členské příspěvky mezinárodním vládním organizacím
5542,4,5,55,554,5542,Člen.přís.mez.nevl.O,Členské příspěvky mezinárodním nevládním organizacím,Členské příspěvky mezinárodním nevládním organizacím
56,2,5,56,,,Neinv půj.,Neinvestiční půjčené prostředky,Neinvestiční půjčené prostředky
561,3,5,56,561,,NeinvPůj. PS,Neinvestiční půjčené prostředky  podnikatelským subjektům,Neinvestiční půjčené prostředky  podnikatelským subjektům
5611,4,5,56,561,5611,NeinvPůj  Finst,Neinvestiční půjčené prostředky finančním institucím,Neinvestiční půjčené prostředky finančním institucím
5612,4,5,56,561,5612,Nein.půj.nef.pod.-Fo,Neinvestiční půjčené prostředky nefinančním podnikatelským s,Neinvestiční půjčené prostředky nefinančním podnikatelským subjektům-fyzickým osobám
5613,4,5,56,561,5613,Nein.půj.nef.pod.-Po,Neinvestiční půjčené prostředky nefinančním podnikatelským s,Neinvestiční půjčené prostředky nefinančním podnikatelským subjektům-právnickým osobám
5614,4,5,56,561,5614,Nein.Půj StFinIn,Neinvestiční půjčené prostředky finančním a podobným institu,Neinvestiční půjčené prostředky finančním a podobným institucím ve vlastnictví státu
5615,4,5,56,561,5615,Nein.Půj StPS,Neinvestiční půjčené prostředky vybraným podnikatelským subj,Neinvestiční půjčené prostředky vybraným podnikatelským subjektům ve vlastnictví státu
5619,4,5,56,561,5619,Ost.neiv půj.PS,Ostatní neinvestiční půjčené prostředky podnikatelským subje,Ostatní neinvestiční půjčené prostředky podnikatelským subjektům
562,3,5,56,562,,NeinvPůj NZO,Neinvestiční půjčené prostředky neziskovým a podobným organi,Neinvestiční půjčené prostředky neziskovým a podobným organizacím
5621,4,5,56,562,5621,Neinv. půj. OPS,Neinvestiční půjčené prostředky obecně prospěšným společnost,Neinvestiční půjčené prostředky obecně prospěšným společnostem
5621,4,5,56,562,5621,"Neinv půj. fund.,OPS","Neinv. půjč. pr. fundacím, ústavům a obecně prospěšným spol.","Neinvestiční půjčené prostředky fundacím, ústavům a obecně prospěšným společnostem"
5622,4,5,56,562,5622,NeinvPůj obč.sdr,Neinvestiční půjčené prostředky občanským sdružením,Neinvestiční půjčené prostředky občanským sdružením
5622,4,5,56,562,5622,NeinvPůj spolkům,Neinvestiční půjčené prostředky spolkům,Neinvestiční půjčené prostředky spolkům
5623,4,5,56,562,5623,NeinvPůj církví,Neinvestiční půjčené prostředky církvím a náboženským společ,Neinvestiční půjčené prostředky církvím a náboženským společnostem
5624,4,5,56,562,5624,NeinvPůj spol.,Neinvestiční půjčené prostředky společenstvím vlastníků jedn,Neinvestiční půjčené prostředky společenstvím vlastníků jednotek
5629,4,5,56,562,5629,Ost. neinvPůj,Ostatní neinvestiční půjčené prostředky neziskovým a podobný,Ostatní neinvestiční půjčené prostředky neziskovým a podobným organizacím
563,3,5,56,563,,NeinvPůj VR-ústř,Neinvestiční půjčené prostředky veřejným rozpočtům ústřední,Neinvestiční půjčené prostředky veřejným rozpočtům ústřední úrovně
5631,4,5,56,563,5631,NeinvPůj SR,Neinvestiční půjčené prostředky státnímu rozpočtu,Neinvestiční půjčené prostředky státnímu rozpočtu
5632,4,5,56,563,5632,NeinvPůj SF,Neinvestiční půjčené prostředky státním fondům,Neinvestiční půjčené prostředky státním fondům
5633,4,5,56,563,5633,NeinvPůj ZFústř.,Neinvestiční půjčené prostředky zvláštním fondům ústřední úr,Neinvestiční půjčené prostředky zvláštním fondům ústřední úrovně
5634,4,5,56,563,5634,NeinvPůj FSaZP,Neinvestiční půjčené prostředky fondům sociálního a zdravotn,Neinvestiční půjčené prostředky fondům sociálního a zdravotního pojištění
5639,4,5,56,563,5639,Ost.neinvPůj VR,Ostatní neinvestiční půjčené prostředky jiným veřejným rozpo,Ostatní neinvestiční půjčené prostředky jiným veřejným rozpočtům
564,3,5,56,564,,NeinvPůj. VR-úz.,Neinvestiční půjčené prostředky veřejným rozpočtům územní úr,Neinvestiční půjčené prostředky veřejným rozpočtům územní úrovně
5641,4,5,56,564,5641,NeinvPůj obcím,Neinvestiční půjčené prostředky obcím,Neinvestiční půjčené prostředky obcím
5642,4,5,56,564,5642,NeinvPůj krajům,Neinvestiční půjčené prostředky krajům,Neinvestiční půjčené prostředky krajům
5643,4,5,56,564,5643,Nein.Půj RR,Neinvestiční půjčené prostředky regionálním radám,Neinvestiční půjčené prostředky regionálním radám
5649,4,5,56,564,5649,Ost.neinvPůj úz,Ostatní neinvestiční půjčené prostředky veřejným rozpočtům ú,Ostatní neinvestiční půjčené prostředky veřejným rozpočtům územní úrovně
565,3,5,56,565,,NeinvPůj  PO,Neinvestiční půjčené prostředky příspěvkovým a podobným orga,Neinvestiční půjčené prostředky příspěvkovým a podobným organizacím
5651,4,5,56,565,5651,NeinvPůj PO,Neinvestiční půjčené prostředky zřízeným příspěvkovým organi,Neinvestiční půjčené prostředky zřízeným příspěvkovým organizacím
5652,4,5,56,565,5652,Neinv.půj. VŠ,Neinvestiční půjčené prostředky vysokým školám,Neinvestiční půjčené prostředky vysokým školám
5659,4,5,56,565,5659,NeinvPůj. ost.PO,Neinvestiční půjčené prostředky ostatním příspěvkovým organi,Neinvestiční půjčené prostředky ostatním příspěvkovým organizacím
566,3,5,56,566,,NeinvPůj obyv.,Neinvestiční půjčené prostředky obyvatelstvu,Neinvestiční půjčené prostředky obyvatelstvu
5660,4,5,56,566,5660,NeinvPůj obyv.,Neinvestiční půjčené prostředky obyvatelstvu,Neinvestiční půjčené prostředky obyvatelstvu
567,3,5,56,567,,NeinvPůj  zahr.,Neinvestiční půjčené prostředky do zahraničí,Neinvestiční půjčené prostředky do zahraničí
5670,4,5,56,567,5670,NeinvPůj  zahr.,Neinvestiční půjčené prostředky do zahraničí,Neinvestiční půjčené prostředky do zahraničí
57,2,5,57,,,NeinP NF,Neinvestiční převody Národnímu fondu,Neinvestiční převody Národnímu fondu
571,3,5,57,571,,Převody NF Phare,Převody Národnímu fondu na spolufinancování programu Phare,Převody Národnímu fondu na spolufinancování programu Phare
5710,4,5,57,571,5710,Převody NF Phare,Převody Národnímu fondu na spolufinancování programu Phare,Převody Národnímu fondu na spolufinancování programu Phare
572,3,5,57,572,,Převody NF Ispa,Převody Národnímu fondu na spolufinancování programu Ispa,Převody Národnímu fondu na spolufinancování programu Ispa
5720,4,5,57,572,5720,Převody na Ispa,Převody Národnímu fondu na spolufinancování programu Ispa,Převody Národnímu fondu na spolufinancování programu Ispa
573,3,5,57,573,,Převody NFSapard,Převody Národnímu fondu na spolufinancování programu Sapard,Převody Národnímu fondu na spolufinancování programu Sapard
5730,4,5,57,573,5730,Převody NFSapard,Převody Národnímu fondu na spolufinancování programu Sapard,Převody Národnímu fondu na spolufinancování programu Sapard
574,3,5,57,574,,Převod NF komun,Převody Národnímu fondu na spolufinancování komunitárních pr,Převody Národnímu fondu na spolufinancování komunitárních programů
5740,4,5,57,574,5740,Převod NF komun.,Převody Národnímu fondu na spolufinancování komunitárních pr,Převody Národnímu fondu na spolufinancování komunitárních programů
575,3,5,57,575,,Převod NF na ost,Převody Národnímu fondu na spolufinancování ostatních progra,Převody Národnímu fondu na spolufinancování ostatních programů Evropských společenství a ČR
575,3,5,57,575,,Přev.NF progr.EUaČR,Převody NF na spolufinancování ostatních programů EU a ČR,Převody Národnímu fondu na spolufinancování ostatních programů Evropské unie a ČR
5750,4,5,57,575,5750,Převod NF na ost,Převody Národnímu fondu na spolufinancování ostatních progra,Převody Národnímu fondu na spolufinancování ostatních programů Evropských společenství a ČR
5750,4,5,57,575,5750,Přev.NF progr.EUaČR,Převody NF na spolufinancování ostatních programů EU a ČR,Převody Národnímu fondu na spolufinancování ostatních programů Evropské unie a ČR
576,3,5,57,576,,Převod NF ze zah,Převody Národnímu fondu na spolufinancování související s po,Převody Národnímu fondu na spolufinancování související s poskytnutím pomoci ČR ze zahraničí
5760,4,5,57,576,5760,Převod NF ze zah,Převody Národnímu fondu na spolufinancování související s po,Převody Národnímu fondu na spolufinancování související s poskytnutím pomoci ČR ze zahraničí
577,3,5,57,577,,Převod NF kurs,Převody ze státního rozpočtu do Národního fondu na vyrovnání,Převody ze státního rozpočtu do Národního fondu na vyrovnání kursových rozdílů
5770,4,5,57,577,5770,Převod NF kurs,Převody ze státního rozpočtu do Národního fondu na vyrovnání,Převody ze státního rozpočtu do Národního fondu na vyrovnání kursových rozdílů
579,3,5,57,579,,Ost. přev. NF,Ostatní převody do Národního fondu,Ostatní převody do Národního fondu
5790,4,5,57,579,5790,Ost. přev. NF,Ostatní převody do Národního fondu,Ostatní převody do Národního fondu
58,2,5,58,,,Náhr. za nezpůs.újmu,Výdaje na náhrady za nezpůsobenou újmu,Výdaje na náhrady za nezpůsobenou újmu
581,3,5,58,581,,Náhr. za nezpůs.újmu,Výdaje na náhrady za nezpůsobenou újmu,Výdaje na náhrady za nezpůsobenou újmu
5811,4,5,58,581,5811,Náhr. za nezpůs.újmu,Výdaje na náhrady za nezpůsobenou újmu,Výdaje na náhrady za nezpůsobenou újmu
59,2,5,59,,,NeinvV ost.,Ostatní neinvestiční výdaje,Ostatní neinvestiční výdaje
590,3,5,59,590,,NeinvV ost.,Ostatní neinvestiční výdaje,Ostatní neinvestiční výdaje
5901,4,5,59,590,5901,Nespec. rezervy,Nespecifikované rezervy,Nespecifikované rezervy
5902,4,5,59,590,5902,Ost.FV minul.let,Ostatní výdaje z finančního vypořádání minulých let,Ostatní výdaje z finančního vypořádání minulých let
5903,4,5,59,590,5903,Rezerva na kriz. op.,Rezerva na krizová opatření,Rezerva na krizová opatření
5904,4,5,59,590,5904,Převod D zpět poskyt,Převody domněle neoprávněně použ. dotací zpět poskytovateli,Převody domněle neoprávněně použitých dotací zpět poskytovateli
5909,4,5,59,590,5909,Ost. neinvV,Ostatní neinvestiční výdaje jinde nezařazené,Ostatní neinvestiční výdaje jinde nezařazené
599,3,5,59,599,,Dočasné zatř. výdajů,Dočasné zatřídění výdajů,Dočasné zatřídění výdajů
5991,4,5,59,599,5991,Dočasné zatř. výdajů,Dočasné zatřídění výdajů,Dočasné zatřídění výdajů
6,1,6,,,,Kapitál. výdaje,Kapitálové výdaje,Kapitálové výdaje
61,2,6,61,,,Inv. výdaje,Investiční nákupy a související výdaje,Investiční nákupy a související výdaje
611,3,6,61,611,,Pořízení DNM,Pořízení dlouhodobého nehmotného majetku,Pořízení dlouhodobého nehmotného majetku
6111,4,6,61,611,6111,Programové vyb.,Programové vybavení,Programové vybavení
6112,4,6,61,611,6112,Ocenitelná práva,Ocenitelná práva,Ocenitelná práva
6113,4,6,61,611,6113,Nehm.výsl.výzk.,Nehmotné výsledky výzkumné a obdobné činnosti,Nehmotné výsledky výzkumné a obdobné činnosti
6119,4,6,61,611,6119,Ost. nákupy DNM,Ostatní nákup dlouhodobého nehmotného majetku,Ostatní nákup dlouhodobého nehmotného majetku
612,3,6,61,612,,Pořízení DHM,Pořízení dlouhodobého hmotného majetku,Pořízení dlouhodobého hmotného majetku
6121,4,6,61,612,6121,"Budovy,stavby","Budovy, haly a stavby","Budovy, haly a stavby"
6122,4,6,61,612,6122,"Stroje,zařízení","Stroje, přístroje a zařízení","Stroje, přístroje a zařízení"
6123,4,6,61,612,6123,Dopr. prostředky,Dopravní prostředky,Dopravní prostředky
6124,4,6,61,612,6124,Pěstitel.celky,Pěstitelské celky trvalých porostů,Pěstitelské celky trvalých porostů
6125,4,6,61,612,6125,Výp. technika,Výpočetní technika,Výpočetní technika
6127,4,6,61,612,6127,Umělecká díla,Umělecká díla a předměty,Umělecká díla a předměty
6127,4,6,61,612,6127,Kuturní předměty,Kuturní předměty,Kuturní předměty
6129,4,6,61,612,6129,Ost. nák. DHM,Nákup dlouhodobého hmotného majetku jinde nezařazený,Nákup dlouhodobého hmotného majetku jinde nezařazený
613,3,6,61,613,,Pozemky,Pozemky,Pozemky
6130,4,6,61,613,6130,Pozemky,Pozemky,Pozemky
614,3,6,61,614,,Nadlim.věc.bř.pr.sta,Nadlimitní věcná břemena a právo stavby,Nadlimitní věcná břemena a právo stavby
6141,4,6,61,614,6141,Právo stavby,Právo stavby,Právo stavby
6142,4,6,61,614,6142,Nadlimit.věc.břemena,Nadlimitní věcná břemena,Nadlimitní věcná břemena
62,2,6,62,,,Nák.akcií a MP,Nákup akcií a majetkových podílů,Nákup akcií a majetkových podílů
62,2,6,62,,,Nák.akc. maj.p.a vk.,Nákup akcií a majetkových podílů a vklady do fundací a ústav,Nákup akcií a majetkových podílů a vklady do fundací a ústavů
620,3,6,62,620,,Nák.akcií a MP,Nákup akcií a majetkových podílů,Nákup akcií a majetkových podílů
6201,4,6,62,620,6201,Nákup akcií,Nákup akcií,Nákup akcií
6202,4,6,62,620,6202,Nákup MP,Nákup majetkových podílů,Nákup majetkových podílů
6209,4,6,62,620,6209,Nákup maj.nároků,Nákup ostatních majetkových nároků,Nákup ostatních majetkových nároků
621,3,6,62,621,,Vklady do fun.a úst.,Vklady do fundací a ústavů,Vklady do fundací a ústavů
6211,4,6,62,621,6211,Vklady do nadací,Vklady do nadací,Vklady do nadací
6212,4,6,62,621,6212,Vklady do nadač.F,Vklady do nadačních fondů,Vklady do nadačních fondů
6213,4,6,62,621,6213,Vklady do ústavů,Vklady do ústavů,Vklady do ústavů
63,2,6,63,,,Invest.transfery,Investiční transfery,Investiční transfery
631,3,6,63,631,,Inv.T podnik.subj.,Investiční transfery podnikatelským subjektům,Investiční transfery podnikatelským subjektům
6311,4,6,63,631,6311,InvT Fin.Inst.,Investiční transfery finančním institucím,Investiční transfery finančním institucím
6312,4,6,63,631,6312,Inv.Tnef.pod.sub-Fos,Investiční transfery nefinančním podnikatelským subjektům-fy,Investiční transfery nefinančním podnikatelským subjektům-fyzickým osobám
6313,4,6,63,631,6313,Inv.Tnef.pod.sub-Pos,Investiční transfery nefinančním podnikatelským subjektům-pr,Investiční transfery nefinančním podnikatelským subjektům-právnickým osobám
6314,4,6,63,631,6314,InvT st.Fin.Inst,Investiční transfery finančním a podobným institucím ve vlas,Investiční transfery finančním a podobným institucím ve vlastnictví státu
6315,4,6,63,631,6315,InvT stát. PS,Investiční transfery vybraným podnikatelským subjektům ve vl,Investiční transfery vybraným podnikatelským subjektům ve vlastnictví státu
6316,4,6,63,631,6316,Inv. T nemocnicím,Inv. transf. obecním a krajským nemocnicím - obchod. společ.,Investiční transfery obecním a krajským nemocnicím - obchodním společnostem
6319,4,6,63,631,6319,InvT ost. PS,Ostatní investiční transfery podnikatelským subjektům,Ostatní investiční transfery podnikatelským subjektům
632,3,6,63,632,,Inv.T nezisk.org.,Investiční transfery neziskovým a podobným organizacím,Investiční transfery neziskovým a podobným organizacím
6321,4,6,63,632,6321,InvT OPS,Investiční transfery obecně prospěšným společnostem,Investiční transfery obecně prospěšným společnostem
6321,4,6,63,632,6321,"Inv. T fund., OPS","Inv. transf. fundacím, ústavům a obecně prospěšným společn.","Investiční transfery fundacím, ústavům a obecně prospěšným společnostem"
6322,4,6,63,632,6322,InvT ObčSdruž,Investiční transfery občanským sdružením,Investiční transfery občanským sdružením
6322,4,6,63,632,6322,InvT Spolkům,Investiční transfery spolkům,Investiční transfery spolkům
6323,4,6,63,632,6323,InvT církvím,Investiční transfery církvím a náboženským společnostem,Investiční transfery církvím a náboženským společnostem
6324,4,6,63,632,6324,InvT spol.vlast.,Investiční transfery společenstvím vlastníků jednotek,Investiční transfery společenstvím vlastníků jednotek
6329,4,6,63,632,6329,InvT ost.NZO,Ostatní investiční transfery neziskovým a podobným organizac,Ostatní investiční transfery neziskovým a podobným organizacím
633,3,6,63,633,,Inv.T - ústředí,Investiční transfery veřejným rozpočtům ústřední úrovně,Investiční transfery veřejným rozpočtům ústřední úrovně
6331,4,6,63,633,6331,InvT SR,Investiční transfery státnímu rozpočtu,Investiční transfery státnímu rozpočtu
6332,4,6,63,633,6332,InvT SF,Investiční transfery státním fondům,Investiční transfery státním fondům
6333,4,6,63,633,6333,InvT ZvlFo ústř.,Investiční transfery zvláštním fondům ústřední úrovně,Investiční transfery zvláštním fondům ústřední úrovně
6334,4,6,63,633,6334,InvT fondům SaZP,Investiční transfery fondům sociálního a zdravotního pojiště,Investiční transfery fondům sociálního a zdravotního pojištění
6335,4,6,63,633,6335,InvT SFA,Investiční transfery státním finančním aktivům,Investiční transfery státním finančním aktivům
6339,4,6,63,633,6339,InvT j.veř.rozp.,Ostatní investiční transfery jiným veřejným rozpočtům,Ostatní investiční transfery jiným veřejným rozpočtům
634,3,6,63,634,,InvT VRÚÚ,Investiční transfery veřejným rozpočtům územní úrovně,Investiční transfery veřejným rozpočtům územní úrovně
6341,4,6,63,634,6341,InvT obcím,Investiční transfery obcím,Investiční transfery obcím
6342,4,6,63,634,6342,InvT krajům,Investiční transfery krajům,Investiční transfery krajům
6343,4,6,63,634,6343,InvT obcím SDV,Investiční transfery obcím v rámci souhrnného dotačního vzta,Investiční transfery obcím v rámci souhrnného dotačního vztahu
6344,4,6,63,634,6344,InvT krajům SDV,Investiční transfery krajům v rámci souhrnného dotačního vzt,Investiční transfery krajům v rámci souhrnného dotačního vztahu
6345,4,6,63,634,6345,InvT RR,Investiční transfery regionálním radám,Investiční transfery regionálním radám
6349,4,6,63,634,6349,Ost.InvT - území,Ostatní investiční transfery veřejným rozpočtům územní úrovn,Ostatní investiční transfery veřejným rozpočtům územní úrovně
635,3,6,63,635,,Inv.T PO apod.org,Investiční transfery příspěvkovým a podobným organizacím,Investiční transfery příspěvkovým a podobným organizacím
6351,4,6,63,635,6351,InvT PO,Investiční transfery zřízeným příspěvkovým organizacím,Investiční transfery zřízeným příspěvkovým organizacím
6352,4,6,63,635,6352,InvT VŠ,Investiční transfery vysokým školám,Investiční transfery vysokým školám
6353,4,6,63,635,6353,"InvT ŠPO st.,ÚSC",Investiční transfery školským právnickým osobám zřízeným stá,"Investiční transfery školským právnickým osobám zřízeným státem, kraji a obcemi"
6354,4,6,63,635,6354,InvT veř.výzk.in,Investiční transfery veřejným výzkumným institucím,Investiční transfery veřejným výzkumným institucím
6356,4,6,63,635,6356,Jiné transf.zříz.PO,Jiné investiční transfery zřízeným příspěvkovým organizacím,Jiné investiční transfery zřízeným příspěvkovým organizacím
6359,4,6,63,635,6359,InvT ost. PO,Investiční transfery ostatním příspěvkovým organizacím,Investiční transfery ostatním příspěvkovým organizacím
636,3,6,63,636,,Inv. přev. vl F,Investiční převody vlastním fondům,Investiční převody vlastním fondům
636,3,6,63,636,,Invpř.fondy+bez subj,Inv.převody vl. fondům a k útvarům bez plné právní subj.,Investiční převody vlastním fondům a ve vztahu k útvarům bez plné právní subjektivity
6361,4,6,63,636,6361,InvPřev RF OSS,Investiční převody do rezervního fondu organizačních složek,Investiční převody do rezervního fondu organizačních složek státu
6362,4,6,63,636,6362,Přev.inv.pr.do FKSP,Převody investičních prostředků zpět do FKSP,Převody investičních prostředků zpět do FKSP
6363,4,6,63,636,6363,Invpř.statut.m.výdaj,Inv.převody-statutární města (Praha) a obvody/části - výdaje,Investiční převody mezi statutárními městy (hl. m. Prahou) a jejich městskými obvody nebo částmi - výdaje
637,3,6,63,637,,InvT obyvatel.,Investiční transfery obyvatelstvu,Investiční transfery obyvatelstvu
6371,4,6,63,637,6371,InvT nepod. FO,Účelové investiční transfery nepodnikajícím fyzickým osobám,Účelové investiční transfery nepodnikajícím fyzickým osobám
6379,4,6,63,637,6379,Ost. InvT obyv.,Ostatní investiční transfery obyvatelstvu,Ostatní investiční transfery obyvatelstvu
638,3,6,63,638,,InvT. do zahr.,Investiční transfery do zahraničí,Investiční transfery do zahraničí
6380,4,6,63,638,6380,InvT do zahr.,Investiční transfery do zahraničí,Investiční transfery do zahraničí
64,2,6,64,,,Inv. půj.,Investiční půjčené prostředky,Investiční půjčené prostředky
641,3,6,64,641,,InvPůj PS,Investiční půjčené prostředky podnikatelským subjektům,Investiční půjčené prostředky podnikatelským subjektům
6411,4,6,64,641,6411,InvPůj Finst.,Investiční půjčené prostředky finančním institucím,Investiční půjčené prostředky finančním institucím
6412,4,6,64,641,6412,In.půj.nef.pod.subFo,Investiční půjčené prostředky nefinančním podnikatelským sub,Investiční půjčené prostředky nefinančním podnikatelským subjektům-fyzickým osobám
6413,4,6,64,641,6413,In.půj.nef.pod.subPo,Investiční půjčené prostředky nefinančním podnikatelským sub,Investiční půjčené prostředky nefinančním podnikatelským subjektům-právnickým osobám
6414,4,6,64,641,6414,InPůj st.FinIns,Investiční půjčené prostředky finančním a podobným institucí,Investiční půjčené prostředky finančním a podobným institucím ve vlastnictví státu
6415,4,6,64,641,6415,InPůj st.PS,Investiční půjčené prostředky vybraným podnikatelským subjek,Investiční půjčené prostředky vybraným podnikatelským subjektům ve vlastnictví státu
6419,4,6,64,641,6419,Ost.InvPůjč PO,Ostatní investiční půjčené prostředky podnikatelským subjekt,Ostatní investiční půjčené prostředky podnikatelským subjektům
642,3,6,64,642,,InvPůj NZO,Investiční půjčené prostředky neziskovým a podobným organiza,Investiční půjčené prostředky neziskovým a podobným organizacím
6421,4,6,64,642,6421,InvPůj OPS,Investiční půjčené prostředky obecně prospěšným společnostem,Investiční půjčené prostředky obecně prospěšným společnostem
6421,4,6,64,642,6421,"Inv. půj. fund., OPS","Inv. půjč. pr. fundacím, ústavům a obecně prospěšným společ.","Investiční půjčené prostředky fundacím, ústavům a obecně prospěšným společnostem"
6422,4,6,64,642,6422,InvPůj obč.sdruž,Investiční půjčené prostředky občanským sdružením,Investiční půjčené prostředky občanským sdružením
6422,4,6,64,642,6422,InvPůj prost.spolkům,Investiční půjčené prostředky spolkům,Investiční půjčené prostředky spolkům
6423,4,6,64,642,6423,InvPůj církvím,Investiční půjčené prostředky církvím a náboženským společno,Investiční půjčené prostředky církvím a náboženským společnostem
6424,4,6,64,642,6424,InvPůj sp.vl.j,Investiční půjčené prostředky společenstvím vlastníků jednot,Investiční půjčené prostředky společenstvím vlastníků jednotek
6429,4,6,64,642,6429,Ost.InvPůj.NZO,Ostatní investiční půjčené prostředky neziskovým a podobným,Ostatní investiční půjčené prostředky neziskovým a podobným organizacím
643,3,6,64,643,,InvPůj VR-ústřed,Investiční půjčené prostředky veřejným rozpočtům ústřední úr,Investiční půjčené prostředky veřejným rozpočtům ústřední úrovně
6431,4,6,64,643,6431,InvPůj SR,Investiční půjčené prostředky státnímu rozpočtu,Investiční půjčené prostředky státnímu rozpočtu
6432,4,6,64,643,6432,InvPůj SF,Investiční půjčené prostředky státním fondům,Investiční půjčené prostředky státním fondům
6433,4,6,64,643,6433,InvPůj F ústředí,Investiční půjčené prostředky zvláštním fondům ústřední úrov,Investiční půjčené prostředky zvláštním fondům ústřední úrovně
6434,4,6,64,643,6434,InvPůj FSaZP,Investiční půjčené prostředky fondům sociálního a zdravotníh,Investiční půjčené prostředky fondům sociálního a zdravotního pojištění
6439,4,6,64,643,6439,Ost. invPůj VR,Ostatní investiční půjčené prostředky jiným veřejným rozpočt,Ostatní investiční půjčené prostředky jiným veřejným rozpočtům
644,3,6,64,644,,InvPůj VR území,Investiční půjčené prostředky veřejným rozpočtům územní úrov,Investiční půjčené prostředky veřejným rozpočtům územní úrovně
6441,4,6,64,644,6441,InvPůj obcím,Investiční půjčené prostředky obcím,Investiční půjčené prostředky obcím
6442,4,6,64,644,6442,InvPůj krajům,Investiční půjčené prostředky krajům,Investiční půjčené prostředky krajům
6443,4,6,64,644,6443,InPůj RR,Investiční půjčené prostředky regionálním radám,Investiční půjčené prostředky regionálním radám
6449,4,6,64,644,6449,Ost.invPůj VR úz,Ostatní investiční půjčené prostředky veřejným rozpočtům mís,Ostatní investiční půjčené prostředky veřejným rozpočtům místní úrovně
645,3,6,64,645,,InvPůj zříz.PO,Investiční půjčené prostředky  příspěvkovým a podobným organ,Investiční půjčené prostředky  příspěvkovým a podobným organizacím
6451,4,6,64,645,6451,InvPůj zříz.PO,Investiční půjčené prostředky zřízeným příspěvkovým organiza,Investiční půjčené prostředky zřízeným příspěvkovým organizacím
6452,4,6,64,645,6452,InvPůj VŠ,Investiční půjčené prostředky vysokým školám,Investiční půjčené prostředky vysokým školám
