office_id,sector_id,type_id,amount
307,3526,533,579808054
307,3526,635,155988611
307,3533,501,25467265
307,3533,503,9662074
307,3533,513,1028000
307,3533,515,163000
307,3533,516,7899142
307,3533,517,1686187
307,3533,519,10000
307,3533,534,254672
307,3533,549,4118400
307,3539,533,88509000
307,3541,513,358000
307,3541,516,642000
307,3589,502,200000
307,3589,513,900000
307,3589,533,9868000
307,3719,516,80000
307,3721,516,20907713
307,3722,516,97653200
307,3723,516,21369405
307,3729,516,49000
307,3731,516,6290000
307,3739,516,1830100
307,3749,516,43000000
307,3799,513,132856
307,3799,516,14792000
307,4111,541,5622135000
307,4112,541,77923000
307,4113,541,18709000
307,4114,541,73172000
307,4115,541,79647000
307,4116,541,47240000
307,4117,541,29561000
307,4121,541,72000000
307,4124,541,41000000
307,4125,541,822000
307,4126,541,500000
307,4151,541,176476000
307,4152,541,3281070000
307,4153,541,9800000
307,4154,541,49768000
307,4339,502,5055600
307,4339,503,1456333
307,4339,513,2933500
307,4339,516,1350000
307,4339,517,53000
307,4357,533,8000000
307,5111,501,17110760657
307,5111,502,616975714
307,5111,503,6705288261
307,5111,504,1286000
307,5111,505,50000
307,5111,512,180000
307,5111,513,13226807682
307,5111,514,100
307,5111,515,1555766368
307,5111,516,10338097108
307,5111,517,8309130168
307,5111,518,50000000
307,5111,519,84166400
307,5111,533,98117207
307,5111,534,171892103
307,5111,536,219946959
307,5111,549,3247297696
307,5111,611,847653082
307,5111,612,43458093952
307,5111,635,171695212
307,5111,690,8391656795
307,5112,501,473110638
307,5112,502,7480000
307,5112,503,196200333
307,5112,513,98318709
307,5112,515,8757692
307,5112,516,19523542
307,5112,517,20836740
307,5112,519,1008000
307,5112,534,4731107
307,5112,549,144740496
307,5112,612,26840616
307,5112,690,108715314
307,5113,501,930726744
307,5113,502,864000
307,5113,503,353053730
307,5113,512,120000
307,5113,513,135036113
307,5113,515,94852000
307,5113,516,106191813
307,5113,517,149858000
307,5113,519,1431000
307,5113,533,2910000
307,5113,534,9307267
307,5113,536,640000
307,5113,549,172055428
307,5113,590,5114819700
307,5113,612,577090798
307,5113,690,1917758905
307,5119,533,1809455552
307,5161,501,1446379555
307,5161,502,23899440
307,5161,503,518074052
307,5161,504,553500
307,5161,513,181578730
307,5161,514,200000000
307,5161,515,31687240
307,5161,516,434087832
307,5161,517,63499916
307,5161,519,100789496
307,5161,521,86000000
307,5161,531,30875246
307,5161,533,21233653
307,5161,534,14562458
307,5161,536,67932000
307,5161,549,85127868
307,5161,581,4503000
307,5161,611,17950000
307,5161,612,952651921
307,5161,634,20000000
307,5161,690,191081923
307,5162,501,547118273
307,5162,502,5542000
307,5162,503,157146606
307,5162,513,8559130
307,5162,515,6025536
307,5162,516,98573923
307,5162,517,14931699
307,5162,519,1198161
307,5162,533,2340000
307,5162,534,4588029
307,5162,536,4000
307,5162,549,36524904
307,5169,501,39938253
307,5169,502,3630425
307,5169,503,14542344
307,5169,513,697350
307,5169,515,180000
307,5169,516,14151960
307,5169,517,1079600
307,5169,533,963000
307,5169,534,399383
307,5169,549,256800
307,5169,612,1850090
307,5180,502,1000000
307,5180,503,338000
307,5180,516,36901
307,5180,521,323754567
307,5180,522,5103433
307,5180,551,8534000
307,5191,501,173708056
307,5191,503,65586391
307,5191,513,593530
307,5191,515,85871300
307,5191,516,326657175
307,5191,517,343496055
307,5191,519,423948402
307,5191,533,1570000
307,5191,534,1737079
307,5191,549,20978016
307,5191,551,2870634050
307,5191,638,357000000
307,5192,502,781381200
307,5192,513,45221768
307,5192,515,28818218
307,5192,516,355347870
307,5192,517,78153822
307,5192,519,926600
307,5192,551,51500000
307,5192,612,293194000
307,5192,690,500000
307,5199,516,255000
307,5199,517,30000
307,5199,519,97140
307,5199,522,13700000
307,5199,533,28114240
307,5199,534,90000
307,5199,581,6197600
307,5199,632,800000
307,5291,515,36000
307,5291,516,27000
307,5291,517,737000
307,5399,513,1068000
307,5399,516,5932000
307,6399,516,34515000
308,5316,501,176082517
308,5316,502,1420438
308,5316,503,59995999
308,5316,513,6704857
308,5316,514,80000
308,5316,515,10460000
308,5316,516,52001298
308,5316,517,12675227
308,5316,519,195000
308,5316,534,1760825
308,5316,536,30000
308,5316,611,62000000
308,5316,612,38715325
309,5470,501,95195777
309,5470,502,12010580
309,5470,503,33711902
309,5470,504,800000
309,5470,512,100000
309,5470,513,2755000
309,5470,514,50000
309,5470,515,4320000
309,5470,516,12549749
309,5470,517,3835000
309,5470,519,1515456
309,5470,534,906098
309,5470,536,28000
309,5470,554,150000
309,5470,612,5500000
312,2564,501,911563381
312,2564,502,10153518
312,2564,503,311540311
312,2564,513,21748450
312,2564,514,20000
312,2564,515,80303801
312,2564,516,208943980
312,2564,517,38403300
312,2564,519,5210440
312,2564,534,9115634
312,2564,536,388700
312,2564,551,90000
312,2564,581,37919959
312,2564,590,629000
312,2564,612,86982493
312,4121,541,21232927
312,4123,541,14000
312,4124,541,12176318
312,4125,541,800000
312,4126,541,200000
312,4151,541,59593500
312,4152,541,1066066776
312,4153,541,2500000
312,5271,513,100000
312,5271,516,10000
312,5271,517,10000
312,5312,501,61451796
312,5312,502,543137
312,5312,503,20954288
312,5312,504,4447171
312,5312,513,900000
312,5312,514,10000
312,5312,515,2400000
312,5312,516,8308185
312,5312,517,1060000
312,5312,534,614518
312,5471,501,48444573
312,5471,502,595988
312,5471,503,16575710
312,5471,513,50000
312,5471,514,2381
312,5471,515,160000
312,5471,516,1524000
312,5471,517,414000
312,5471,519,100000
312,5471,534,484446
312,5471,611,700000
312,6141,501,1129354884
312,6141,502,21335111
312,6141,503,387412210
312,6141,504,12021000
312,6141,512,245000
312,6141,513,24609500
312,6141,514,250000
312,6141,515,44362000
312,6141,516,609571292
312,6141,517,34186644
312,6141,519,13428500
312,6141,522,3000
312,6141,531,30376728
312,6141,534,12654888
312,6141,536,2595000
312,6141,551,300000
312,6141,581,2800000
312,6141,590,7821000
312,6141,611,58222512
312,6141,612,281000000
312,6141,690,5000000
312,6142,501,8086549485
312,6142,502,15443816
312,6142,503,2738473736
312,6142,512,400000
312,6142,513,244190364
312,6142,514,22000
312,6142,515,218183500
312,6142,516,1460839834
312,6142,517,165150000
312,6142,519,18600000
312,6142,534,80865495
312,6142,536,3506000
312,6142,551,1380000
312,6142,590,1000000
312,6142,611,163000000
312,6142,612,183260000
312,6143,501,3403893221
312,6143,502,9009352
312,6143,503,1153561070
312,6143,504,2554767
312,6143,512,1000000
312,6143,513,71845707
312,6143,514,600000
312,6143,515,114600000
312,6143,516,510675126
312,6143,517,85440497
312,6143,519,18604000
312,6143,534,34038932
312,6143,536,72040000
312,6143,549,32218400
312,6143,551,1500000
312,6143,554,1700000
312,6143,590,300000
312,6143,611,145000000
312,6143,612,163377489
313,2565,501,372976348
313,2565,502,454458
313,2565,503,126219585
313,2565,512,250000
313,2565,513,9414028
313,2565,515,11896391
313,2565,516,49991459
313,2565,517,12643332
313,2565,518,10000
313,2565,519,600000
313,2565,534,3729764
313,2565,536,774560
313,2565,551,20000
313,2565,590,10000
313,2565,612,1800000
313,4111,516,350000000
313,4111,541,586529000000
313,4112,541,34862000000
313,4113,541,11825000000
313,4114,541,32539000000
313,4115,541,4625000000
313,4116,541,6192000000
313,4117,541,22849000000
313,4119,541,1000000
313,4121,541,33323000000
313,4122,541,2500000000
313,4123,541,7000000
313,4124,541,10300000000
313,4125,541,600000000
313,4126,541,270000000
313,4131,541,5000000000
313,4133,541,90000000
313,4134,541,32000000000
313,4136,503,400000000
313,4136,541,6600000000
313,4138,541,13000000
313,4141,541,16977896710
313,4149,516,86000000
313,4149,541,2500000
313,4171,541,4100000000
313,4172,541,1900000000
313,4173,541,200000000
313,4177,541,10000000
313,4179,516,80000000
313,4179,541,8610000000
313,4187,541,2948000000
313,4188,541,970000000
313,4189,516,52000000
313,4193,581,100000
313,4195,516,120000000
313,4195,541,44895482820
313,4196,516,2000000
313,4196,541,268000000
313,4199,541,1000000
313,4199,581,389900000
313,4210,516,40000000
313,4210,541,11960000000
313,4221,516,2429905563
313,4222,521,310000000
313,4223,521,666464205
313,4225,521,25958614
313,4226,504,4299
313,4226,513,537290
313,4226,516,44964199
313,4226,517,859662
313,4226,521,10000000
313,4227,516,5942500
313,4227,521,51150306
313,4229,513,64475
313,4229,516,31121247
313,4229,517,193425
313,4229,521,937363092
313,4230,516,500000
313,4230,531,46500000
313,4230,542,173000000
313,4240,521,11355000000
313,4240,522,1045000000
313,4312,522,1600000000
313,4324,532,300000000
313,4329,532,1990000000
313,4339,521,180000000
313,4339,522,3303000000
313,4339,532,359000000
313,4339,533,308744445
313,4342,549,550000
313,4357,533,430082158
313,4357,635,27440000
313,4359,522,18000000
313,4359,532,27281233456
313,4361,501,994558930
313,4361,502,56763521
313,4361,503,355172415
313,4361,504,50000
313,4361,513,7391932
313,4361,515,18575000
313,4361,516,595626131
313,4361,517,27688506
313,4361,519,8548533
313,4361,534,9945591
313,4361,536,385000
313,4361,542,15950000
313,4361,549,19400000
313,4361,590,68454
313,4361,611,244930760
313,4362,501,3639067898
313,4362,502,18504333
313,4362,503,1236258313
313,4362,512,50000
313,4362,513,97657510
313,4362,515,146149164
313,4362,516,1126863245
313,4362,517,77864204
313,4362,519,2392873
313,4362,534,36390679
313,4362,536,367385
313,4362,549,75000000
313,4362,554,915000
313,4362,590,1000
313,4362,611,461119768
313,4362,612,53300000
313,4363,501,4616413133
313,4363,502,25253599
313,4363,503,1568883356
313,4363,504,923400
313,4363,512,873000
313,4363,513,136246000
313,4363,515,180387669
313,4363,516,396876634
313,4363,517,45688866
313,4363,518,1000
313,4363,519,4632662
313,4363,534,46164133
313,4363,536,735000
313,4363,549,107538440
313,4363,612,397913779
313,4369,516,37100000
313,4369,522,6731031895
313,4369,532,248127140
313,4369,611,12160536
313,4369,632,4050000
313,4369,634,5000000000
313,4380,517,350000
313,4380,533,88569000
313,4391,516,900000
313,4391,551,410000
313,4399,516,1326625146
313,4399,517,111266284
313,4399,611,170340613
313,5273,517,600000
313,5491,501,25696172
313,5491,502,94364
313,5491,503,8717200
313,5491,513,110500
313,5491,515,1587000
313,5491,516,8970699
313,5491,517,503719
313,5491,519,241000
313,5491,534,256962
313,5491,536,6900
313,6401,532,110000000
314,2569,533,813412664
314,2569,635,167978111
314,3122,501,146619190
314,3122,502,5671050
314,3122,503,49678952
314,3122,504,160000
314,3122,512,100000
314,3122,513,27632498
314,3122,514,1000
314,3122,515,51773160
314,3122,516,27630440
314,3122,517,33297219
314,3122,519,550000
314,3122,534,1466192
314,3122,536,2049000
314,3122,549,150000
314,3122,590,10000
314,3122,612,200000
314,3150,501,120623938
314,3150,502,1291646
314,3150,503,40770892
314,3150,504,490000
314,3150,513,6690913
314,3150,514,2000
314,3150,515,28285000
314,3150,516,10134000
314,3150,517,2093000
314,3150,518,10000
314,3150,519,215000
314,3150,534,1206238
314,3150,536,169000
314,3150,612,100700000
314,3211,501,157836662
314,3211,502,1950315
314,3211,503,53348791
314,3211,504,330000
314,3211,513,5280000
314,3211,514,10000
314,3211,515,45520000
314,3211,516,8349745
314,3211,517,10752000
314,3211,519,1240000
314,3211,534,1578367
314,3211,536,240000
314,3211,549,200000
314,3212,502,100000
314,3212,503,33800
314,3212,516,1123973
314,3299,533,50502984
314,3315,501,11580479
314,3315,502,72450
314,3315,503,3914203
314,3315,513,384000
314,3315,515,3186847
314,3315,516,833000
314,3315,517,587885
314,3315,519,50000
314,3315,534,115805
314,3315,536,6000
314,3315,549,250000
314,3315,612,500000
314,3411,501,116693706
314,3411,502,4000000
314,3411,503,40794472
314,3411,513,11300000
314,3411,514,80000
314,3411,515,150000
314,3411,516,8450000
314,3411,517,25472700
314,3411,534,1166937
314,3411,549,1500000
314,3411,612,3000000
314,3419,501,37857333
314,3419,502,730496
314,3419,503,12965376
314,3419,513,5180000
314,3419,515,18390000
314,3419,516,6395265
314,3419,517,1110000
314,3419,519,100000
314,3419,534,378573
314,3419,536,172000
314,3419,549,400000
314,3419,611,10999868
314,3419,612,6000000
314,3511,501,245924282
314,3511,502,8616940
314,3511,503,83122409
314,3511,513,16436218
314,3511,515,8990000
314,3511,516,31320000
314,3511,517,4398000
314,3511,519,800000
314,3511,534,2459243
314,3511,612,16300000
314,4111,541,9425281634
314,4112,541,209185184
314,4113,541,65514947
314,4114,541,210740256
314,4115,541,109018745
314,4116,541,153302327
314,4117,541,91139972
314,4121,541,267874000
314,4122,541,10000
314,4123,541,375000
314,4124,541,65010000
314,4125,541,16388000
314,4126,541,1360000
314,4151,541,1347791000
314,4152,541,8427908967
314,4153,541,5567000
314,4193,581,2632000
314,5171,513,888550
314,5171,517,260000
314,5171,519,4000000
314,5171,612,123851450
314,5272,516,50000
314,5281,502,977795
314,5281,503,330497
314,5281,517,5617
314,5281,612,2000000
314,5311,501,31509438123
314,5311,502,169939726
314,5311,503,10534310862
314,5311,504,229319000
314,5311,512,920000
314,5311,513,1737359327
314,5311,514,74000
314,5311,515,1599297577
314,5311,516,4334245882
314,5311,517,1053071376
314,5311,518,2275000
314,5311,519,907639850
314,5311,533,46326977
314,5311,534,315484386
314,5311,536,3184100
314,5311,549,446720671
314,5311,551,133900
314,5311,554,7660000
314,5311,590,275763838
314,5311,611,126334072
314,5311,612,2312381044
314,5311,613,85000000
314,5311,690,434425578
314,5316,501,1219803590
314,5316,502,74601018
314,5316,503,424675599
314,5316,504,638800
314,5316,513,704719013
314,5316,514,1082216
314,5316,515,600071300
314,5316,516,3446865356
314,5316,517,72065010
314,5316,519,13096472
314,5316,521,7640000
314,5316,522,269100000
314,5316,532,40000000
314,5316,533,19660000
314,5316,534,12165292
314,5316,536,163000
314,5316,549,210000
314,5316,551,1700000
314,5316,554,2629000
314,5316,581,6500000
314,5316,590,35324872
314,5316,611,833350159
314,5316,612,24095000
314,5316,631,59660000
314,5316,634,580000000
314,5316,635,6540000
314,5380,502,750000
314,5380,513,1400000
314,5380,516,526438
314,5380,517,1800000
314,5399,516,4202878
314,5399,517,200000
314,5399,522,3760000
314,5399,532,20106000
314,5511,501,7408947442
314,5511,502,59596335
314,5511,503,2487525029
314,5511,504,5025650
314,5511,512,3385000
314,5511,513,316628207
314,5511,514,93400
314,5511,515,479655048
314,5511,516,281605756
314,5511,517,198853097
314,5511,518,20000
314,5511,519,21937045
314,5511,534,74089475
314,5511,536,510709
314,5511,549,4014000
314,5511,590,180000
314,5511,612,236281497
314,5512,532,100000000
314,5512,634,710000000
314,5517,501,192586128
314,5517,502,4386085
314,5517,503,66288424
314,5517,504,151000
314,5517,512,165000
314,5517,513,6990740
314,5517,515,7242970
314,5517,516,13722100
314,5517,517,6088000
314,5517,519,459000
314,5517,534,1925861
314,5517,536,52000
314,5517,590,5000
314,5517,612,2980000
314,5561,501,210399289
314,5561,502,5170605
314,5561,503,71468076
314,5561,504,2350000
314,5561,513,12212410
314,5561,514,200000
314,5561,515,160601877
314,5561,516,202822189
314,5561,517,15739713
314,5561,519,69580000
314,5561,534,2103992
314,5561,536,10000
314,5561,551,60000
314,5561,554,50000
314,5561,611,19560000
314,5561,612,1981324897
314,5580,502,100000
314,5580,513,200000
314,5580,516,621356
314,5580,517,300000
314,5599,522,42475000
314,6180,502,500000
314,6180,504,74000
314,6180,513,100000
314,6180,516,121649652
314,6180,517,200000
314,6180,521,109555149
314,6180,522,22057192
314,6180,533,508939788
314,6211,501,506900703
314,6211,502,10418379
314,6211,503,171411899
314,6211,504,1989847
314,6211,512,500000
314,6211,513,30087815
314,6211,514,10000
314,6211,515,109349018
314,6211,516,89268423
314,6211,517,26949208
314,6211,518,120000
314,6211,519,81000
314,6211,534,5069003
314,6211,536,192600
314,6211,549,3316000
314,6211,554,25000
314,6211,590,300000
314,6211,611,14500000
314,6211,612,72670844
314,6219,533,28452350
314,6221,501,1021595211
314,6221,502,112734440
314,6221,503,381928226
314,6221,513,53300000
314,6221,515,70200000
314,6221,516,656650131
314,6221,517,53719000
314,6221,519,100000
314,6221,522,45000000
314,6221,532,24000000
314,6221,534,10215953
314,6221,536,200000
314,6221,549,7056573
314,6221,551,2000000
314,6221,553,100000000
314,6221,612,19640630
315,1039,521,3000000
315,1039,532,3900000
315,1039,533,3000000
315,2339,516,4500000
315,2541,516,10000000
315,2541,521,15000
315,2541,533,110093000
315,2542,533,674566777
315,3732,516,3000000
315,3741,501,34561433
315,3741,502,4714512
315,3741,503,13275270
315,3741,516,2125146
315,3741,532,20000000
315,3741,534,345613
315,3741,590,110000000
315,3742,501,402476245
315,3742,502,20911337
315,3742,503,138138433
315,3742,513,7041000
315,3742,514,100000
315,3742,515,11250000
315,3742,516,140245223
315,3742,517,11050000
315,3742,519,2140000
315,3742,533,397522925
315,3742,534,4024763
315,3742,536,2402000
315,3742,549,14100000
315,3742,590,140000000
315,3743,516,1000000
315,3761,501,509098200
315,3761,502,13824996
315,3761,503,176748044
315,3761,504,150000
315,3761,513,8169770
315,3761,515,18745725
315,3761,516,113849274
315,3761,517,63005786
315,3761,518,349000
315,3761,519,4663100
315,3761,534,5090985
315,3761,536,227000
315,3761,549,14000000
315,3761,590,2012000
315,3761,611,21175000
315,3762,501,290361066
315,3762,502,3035955
315,3762,503,98999193
315,3762,513,7228445
315,3762,514,25000
315,3762,515,14265300
315,3762,516,29447351
315,3762,517,9174904
315,3762,519,300000
315,3762,534,2903611
315,3762,549,10000000
315,3780,502,308670
315,3780,503,104330
315,3780,533,278900108
315,3780,635,17054187
315,3791,551,180738923
315,3792,516,9500000
315,3792,590,4100000
315,3799,501,8568635
315,3799,503,2542683
315,3799,516,5500000
315,3799,522,10000000
315,3799,531,107030577
315,3799,533,121750512
315,3799,534,85687
315,3799,581,30000000
315,3799,590,924686995
315,3799,633,6189034521
315,3799,690,9736464024
315,5261,516,3000000
315,5519,533,540000
317,2143,519,15000000
317,2143,522,260000000
317,2143,533,402860432
317,2143,590,107000000
317,2143,690,140000000
317,3612,531,3808897
317,3612,590,1360298
317,3612,633,950166785
317,3635,634,45000000
317,3635,690,5000000
317,3636,533,3526368
317,3636,634,15000000
317,3636,690,8044312627
317,3639,533,111432209
317,3661,501,574069780
317,3661,502,44454560
317,3661,503,208926028
317,3661,504,4500000
317,3661,516,895685811
317,3661,517,122670500
317,3661,533,471385200
317,3661,534,5740697
317,3661,590,62110783
317,3661,690,617039625
317,3669,531,94840600
317,3691,502,192500
317,3691,503,65065
317,3691,551,6500000
317,3691,590,242435
317,3699,501,15710415
317,3699,502,260317
317,3699,503,5398108
317,3699,504,120000
317,3699,513,1000000
317,3699,514,1000
317,3699,515,1181000
317,3699,516,18267306
317,3699,517,1876000
317,3699,534,157104
317,3699,536,1554694
317,3699,590,43436971
317,3699,690,1120000
321,3802,501,37666151
321,3802,502,18741881
321,3802,503,19065914
321,3802,513,2085000
321,3802,516,64772974
321,3802,517,1705000
321,3802,519,40000
321,3802,533,4622658419
321,3802,534,376661
321,3802,549,500000
321,3802,611,3200000
321,3802,612,1688000
321,3802,635,40500000
322,2111,521,2514600000
322,2111,631,427000000
322,2115,521,8500000000
322,2115,551,9925000
322,2115,631,5529245387
322,2124,501,160872000
322,2124,502,28038782
322,2124,503,63851846
322,2124,516,16666667
322,2124,533,209461985
322,2124,534,1608720
322,2124,631,5870000000
322,2129,521,2951905693
322,2139,514,150000
322,2139,516,30150000
322,2139,517,2700000
322,2141,522,10000000
322,2161,501,530307810
322,2161,502,46858239
322,2161,503,193133112
322,2161,513,11735000
322,2161,515,56500000
322,2161,516,459125866
322,2161,517,59050000
322,2161,519,4600000
322,2161,534,5303078
322,2161,536,260000
322,2161,611,54536600
322,2161,612,55700000
322,2162,501,356712211
322,2162,502,9056329
322,2162,503,122886167
322,2162,504,8140000
322,2162,513,12621450
322,2162,514,106000
322,2162,515,20976785
322,2162,516,54233515
322,2162,517,18039005
322,2162,518,350000
322,2162,519,3310500
322,2162,534,3567122
322,2162,536,200000
322,2162,611,2500000
322,2162,612,25250000
322,2182,502,5950000
322,2182,521,3801048380
322,2191,516,2200000
322,2191,517,11000000
322,2191,519,300000
322,2191,533,211280648
322,2191,551,5707000
322,2199,533,324755370
322,2491,551,355000
322,2510,522,19000000
322,2562,501,31643406
322,2562,502,1608064
322,2562,503,11238998
322,2562,512,100000
322,2562,513,2503000
322,2562,514,80000
322,2562,515,4550000
322,2562,516,55669246
322,2562,517,3605000
322,2562,533,84400000
322,2562,534,316434
322,2562,536,265500
322,2562,612,15600000
322,2562,635,4000000
322,2590,551,14013000
322,3732,521,1310000000
322,3732,631,90000000
322,3743,521,123333333
322,3772,501,46888794
322,3772,502,1732000
322,3772,503,16433828
322,3772,513,3520000
322,3772,514,200000
322,3772,515,4260957
322,3772,516,306138347
322,3772,517,12630000
322,3772,518,150000
322,3772,519,85110000
322,3772,534,468888
322,3772,536,5804000
322,3772,611,402073000
322,3772,612,28600000
322,4250,521,300000000
327,2223,504,50000
327,2223,513,2135308
327,2223,516,43332616
327,2223,517,420000
327,2229,533,71207243
327,2229,635,10205055
327,2231,501,7389810
327,2231,502,29800
327,2231,503,2507828
327,2231,513,698000
327,2231,515,2510000
327,2231,516,6056000
327,2231,517,960000
327,2231,519,50000
327,2231,534,73898
327,2231,536,1119300
327,2231,612,1100000
327,2241,633,520598000
327,2259,521,22847400
327,2259,522,10340000
327,2261,501,258355247
327,2261,502,6847999
327,2261,503,89638697
327,2261,504,11402000
327,2261,513,268955180
327,2261,514,18000
327,2261,515,30535000
327,2261,516,445934569
327,2261,517,31305024
327,2261,519,26610250
327,2261,534,2583552
327,2261,536,2072600
327,2261,581,3500000
327,2261,611,91864435
327,2261,612,6500000
327,2262,501,317389832
327,2262,502,1191774
327,2262,503,107680584
327,2262,513,14258000
327,2262,514,171800
327,2262,515,16509480
327,2262,516,76801955
327,2262,517,14440145
327,2262,518,235000
327,2262,519,983550
327,2262,534,3173898
327,2262,536,174500
327,2262,549,4422600
327,2262,611,14200000
327,2262,612,18650000
327,2280,501,145745
327,2280,502,41853
327,2280,503,63408
327,2280,517,75000
327,2280,533,81412441
327,2280,534,1458
327,2280,635,10000000
327,2291,513,89200
327,2291,514,240000
327,2291,516,4632160
327,2291,517,8766224
327,2291,519,3311000
327,2291,551,1205000000
327,2291,554,16466000
327,2294,521,6551450698
327,2294,532,4505463943
327,2299,501,69691903
327,2299,502,3856770
327,2299,503,24859453
327,2299,513,10000
327,2299,516,5664692
327,2299,517,2389668
327,2299,531,26060912000
327,2299,532,1620000
327,2299,533,45000000
327,2299,534,696918
327,2299,581,5550000000
327,2299,633,92620723820
327,4339,513,91820
327,4339,516,24912
327,5111,516,45000000
327,5191,521,91389600
327,5219,516,136450
327,5219,517,40500
327,5220,513,15390
327,5220,515,15000
327,5220,516,7400537
327,5220,517,60400
327,5271,516,1452
327,5271,517,14580
328,2411,519,1500000000
328,2412,519,90000000
328,2461,501,346110228
328,2461,502,15394177
328,2461,503,54320818
328,2461,504,1000000
